Step	Best	Median	Predicted	Progress
0	1.31171	93.5316	0	0
1	66.1974	75.1709	32509	-0.980185
2	41.715	64.9454	10142.5	-0.639006
3	1.23937	10.613	-12231.9	0.726084
4	1.23357	56.6069	-8124.54	0.634556
5	1.23616	12.2991	-9.68718	0.0172154
6	1.19173	23.1514	-13.6918	0.02351
7	1.20131	1.30746	-8.04865	0.014828
8	1.18245	45.2854	-7.33186	0.0137101
9	1.23145	50.2487	-6.81335	0.012952
